alert_text,mdc_source,physioid,mdc_alert,alert_code,alert_kind,severity,source_label,source_description
** <pTemp Label> High,NOM_TEMP_ORAL_PRED,192784,NOM_EVT_HI,40,Alarm,YELLOW_ALARM,pToral ,Oral temperature 
** <pTemp Label> Low,NOM_TEMP_ORAL_PRED,192784,NOM_EVT_LO,62,Alarm,YELLOW_ALARM,pToral ,Oral temperature 
<pTemp Label> Check Probe,NOM_TEMP_ORAL_PRED,192784,NOM_EVT_SENSOR_PROB,312,INOP,HARD_INOP,pToral ,Oral temperature 
<pTemp Label> Equip Malf,NOM_TEMP_ORAL_PRED,192784,NOM_EVT_MALF,70,INOP,HARD_INOP,pToral ,Oral temperature 
<pTemp Label> Incompat.,NOM_TEMP_ORAL_PRED,192784,NOM_EVT_INCOMPAT,600,INOP,HARD_INOP,pToral ,Oral temperature 
<pTemp Label> Meas Failed,NOM_TEMP_ORAL_PRED,192784,NOM_EVT_MSMT_FAIL,356,INOP,HARD_INOP,pToral ,Oral temperature 
<pTemp Label> No Probe,NOM_TEMP_ORAL_PRED,192784,NOM_EVT_XDUCR_DISCONN,336,INOP,HARD_INOP,pToral ,Oral temperature 
<pTemp Label> Overrange,NOM_TEMP_ORAL_PRED,192784,NOM_EVT_MSMT_RANGE_OVER,364,INOP,HARD_INOP,pToral ,Oral temperature 
<pTemp Label> Probe Malf.,NOM_TEMP_ORAL_PRED,192784,NOM_EVT_XDUCR_MALF,338,INOP,HARD_INOP,pToral ,Oral temperature 
<pTemp Label> ReturnProbe,NOM_TEMP_ORAL_PRED,192784,NOM_EVT_ADVIS_SENSOR_CHK,6696,INOP,SOFT_INOP,pToral ,Oral temperature 
** <pTemp Label> High,NOM_TEMP_RECT_PRED,192788,NOM_EVT_HI,40,Alarm,YELLOW_ALARM,pTrect ,Rectal temperature 
** <pTemp Label> Low,NOM_TEMP_RECT_PRED,192788,NOM_EVT_LO,62,Alarm,YELLOW_ALARM,pTrect ,Rectal temperature 
<pTemp Label> Check Probe,NOM_TEMP_RECT_PRED,192788,NOM_EVT_SENSOR_PROB,312,INOP,HARD_INOP,pTrect ,Rectal temperature 
<pTemp Label> Equip Malf,NOM_TEMP_RECT_PRED,192788,NOM_EVT_MALF,70,INOP,HARD_INOP,pTrect ,Rectal temperature 
<pTemp Label> Incompat.,NOM_TEMP_RECT_PRED,192788,NOM_EVT_INCOMPAT,600,INOP,HARD_INOP,pTrect ,Rectal temperature 
<pTemp Label> Meas Failed,NOM_TEMP_RECT_PRED,192788,NOM_EVT_MSMT_FAIL,356,INOP,HARD_INOP,pTrect ,Rectal temperature 
<pTemp Label> No Probe,NOM_TEMP_RECT_PRED,192788,NOM_EVT_XDUCR_DISCONN,336,INOP,HARD_INOP,pTrect ,Rectal temperature 
<pTemp Label> Overrange,NOM_TEMP_RECT_PRED,192788,NOM_EVT_MSMT_RANGE_OVER,364,INOP,HARD_INOP,pTrect ,Rectal temperature 
<pTemp Label> Probe Malf.,NOM_TEMP_RECT_PRED,192788,NOM_EVT_XDUCR_MALF,338,INOP,HARD_INOP,pTrect ,Rectal temperature 
<pTemp Label> ReturnProbe,NOM_TEMP_RECT_PRED,192788,NOM_EVT_ADVIS_SENSOR_CHK,6696,INOP,SOFT_INOP,pTrect ,Rectal temperature 
** Pulse High,MDC_PULS_RATE,149514,NOM_EVT_HI,40,Alarm,YELLOW_ALARM,Pulse ,Pulse Rate 
** Pulse Low,MDC_PULS_RATE,149514,NOM_EVT_LO,62,Alarm,YELLOW_ALARM,Pulse ,Pulse Rate 
*** Brady (Pulse),MDC_PULS_RATE,149514,NOM_EVT_BRADY,61766,Alarm,RED_ALARM,Pulse ,Pulse Rate 
*** Tachy (Pulse),MDC_PULS_RATE,149514,NOM_EVT_TACHY,61768,Alarm,RED_ALARM,Pulse ,Pulse Rate 
Pulse Check Source,MDC_PULS_RATE,149514,NOM_EVT_ADVIS_SRC_CHK,6672,INOP,HARD_INOP,Pulse ,Pulse Rate 
!!!<SpO2 Label> No Pulse,MDC_PULS_OXIM_SAT_O2,150456,NOM_EVT_NON_PULSATILE,442,INOP,RED_ALARM,SpO2 ,Peripheral oxygen saturation (pulse oximeter) 
<SpO2 Label> Pulse? ,MDC_PULS_OXIM_SAT_O2,150456,NOM_EVT_MSMT_RANGE_UNDER,366,INOP,HARD_INOP,SpO2 ,Peripheral oxygen saturation (pulse oximeter) 
** <SpO2 Label> High,MDC_PULS_OXIM_SAT_O2,150456,NOM_EVT_HI,40,Alarm,YELLOW_ALARM,SpO2 ,Peripheral oxygen saturation (pulse oximeter) 
** <SpO2 Label> Low,MDC_PULS_OXIM_SAT_O2,150456,NOM_EVT_LO,62,Alarm,YELLOW_ALARM,SpO2 ,Peripheral oxygen saturation (pulse oximeter) 
*** Desat,MDC_PULS_OXIM_SAT_O2,150456,NOM_EVT_DESAT,3246,Alarm,RED_ALARM,SpO2 ,Peripheral oxygen saturation (pulse oximeter) 
<SpO2 Label> Equip Malf,MDC_PULS_OXIM_SAT_O2,150456,NOM_EVT_EQUIP_MALF,242,INOP,HARD_INOP,SpO2 ,Peripheral oxygen saturation (pulse oximeter) 
<SpO2 Label> Erratic,MDC_PULS_OXIM_SAT_O2,150456,NOM_EVT_ERRATIC,32,INOP,HARD_INOP,SpO2 ,Peripheral oxygen saturation (pulse oximeter) 
<SpO2 Label> Extd.Update,MDC_PULS_OXIM_SAT_O2,150456,NOM_EVT_SUST,106,INOP,SOFT_INOP,SpO2 ,Peripheral oxygen saturation (pulse oximeter) 
<SpO2 Label> Interference,MDC_PULS_OXIM_SAT_O2,150456,NOM_EVT_MSMT_INTERF,436,INOP,HARD_INOP,SpO2 ,Peripheral oxygen saturation (pulse oximeter) 
<SpO2 Label> Low Perf,MDC_PULS_OXIM_SAT_O2,150456,NOM_EVT_SIG_LO,380,INOP,HARD_INOP,SpO2 ,Peripheral oxygen saturation (pulse oximeter) 
<SpO2 Label> No Sensor,MDC_PULS_OXIM_SAT_O2,150456,NOM_EVT_XDUCR_DISCONN,336,INOP,HARD_INOP,SpO2 ,Peripheral oxygen saturation (pulse oximeter) 
<SpO2 Label> NoisySignal,MDC_PULS_OXIM_SAT_O2,150456,NOM_EVT_SIG_NOISY,74,INOP,HARD_INOP,SpO2 ,Peripheral oxygen saturation (pulse oximeter) 
<SpO2 Label> Poor Signal,MDC_PULS_OXIM_SAT_O2,150456,NOM_EVT_SIG_QUALITY,434,INOP,SOFT_INOP,SpO2 ,Peripheral oxygen saturation (pulse oximeter) 
<SpO2 Label> Searching,MDC_PULS_OXIM_SAT_O2,150456,NOM_EVT_STAT_LEARN,6224,INOP,SOFT_INOP,SpO2 ,Peripheral oxygen saturation (pulse oximeter) 
<SpO2 Label> Sensor Malf,MDC_PULS_OXIM_SAT_O2,150456,NOM_EVT_SENSOR_MALF,310,INOP,HARD_INOP,SpO2 ,Peripheral oxygen saturation (pulse oximeter) 
<SpO2 Label> Sensor Off,MDC_PULS_OXIM_SAT_O2,150456,NOM_EVT_SENSOR_DISCONN,308,INOP,HARD_INOP,SpO2 ,Peripheral oxygen saturation (pulse oximeter) 
<SpO2 Label> Unkn.Sensor,MDC_PULS_OXIM_SAT_O2,150456,NOM_EVT_ADVIS_SENSOR_CHK,6696,INOP,HARD_INOP,SpO2 ,Peripheral oxygen saturation (pulse oximeter) 
<SpO2 Label> Unplugged,MDC_PULS_OXIM_SAT_O2,150456,NOM_EVT_UNPLUGGED,6256,INOP,HARD_INOP,SpO2 ,Peripheral oxygen saturation (pulse oximeter) 
<SpO2 Label> Upgrade,MDC_PULS_OXIM_SAT_O2,150456,NOM_EVT_STAT_FW_UPDATE_IN_PROGRESS,61688,INOP,HARD_INOP,SpO2 ,Peripheral oxygen saturation (pulse oximeter) 
<SpO2 Label> Chk Sensor,MDC_PULS_OXIM_SAT_O2,150456,NOM_EVT_ADVIS_CHK,6658,INOP,SOFT_INOP,SpO2 ,Peripheral oxygen saturation (pulse oximeter) 
** 3D Desat Index,MDC_PULS_OXIM_SAT_O2,150456,NOM_EVT_DESAT_INDEX,62134,Alarm,YELLOW_ALARM,SpO2 ,Peripheral oxygen saturation (pulse oximeter) 
<SpO2 Label>: Only SpO2,MDC_PULS_OXIM_SAT_O2,150456,NOM_EVT_ONLY_SPO2,62124,INOP,HARD_INOP,SpO2 ,Peripheral oxygen saturation (pulse oximeter) 
<SpO2 Label>ReplaceSensr,MDC_PULS_OXIM_SAT_O2,150456,NOM_EVT_SENSOR_REPLACE,61894,INOP,HARD_INOP,SpO2 ,Peripheral oxygen saturation (pulse oximeter) 
No 3D Desat Index,MDC_PULS_OXIM_SAT_O2,150456,NOM_EVT_NO_DESAT_INDEX_ALARM,62126,INOP,HARD_INOP,SpO2 ,Peripheral oxygen saturation (pulse oximeter) 
No 3D Perf Delta,MDC_PULS_OXIM_SAT_O2,150456,NOM_EVT_NO_PERF_INDEX_ALARM,62128,INOP,HARD_INOP,SpO2 ,Peripheral oxygen saturation (pulse oximeter) 
<SpO2 Label> NeoPatient?,MDC_PULS_OXIM_SAT_O2,150456,NOM_EVT_PAT_TYPE_UNSUPPORTED,62042,INOP,HARD_INOP,SpO2 ,Peripheral oxygen saturation (pulse oximeter) 
*** SpO2   LOW,MDC_PULS_OXIM_SAT_O2,150456,NOM_EVT_EXTR_LO,61832,Alarm,RED_ALARM,SpO2 ,Peripheral oxygen saturation (pulse oximeter) 
!!!<SpO2 Label> No Pulse,MDC_PULS_OXIM_SAT_O2_ART_LEFT,150472,NOM_EVT_NON_PULSATILE,442,INOP,RED_ALARM,SpO2 l ,Arterial Oxygen Saturation (left) 
<SpO2 Label> Pulse? ,MDC_PULS_OXIM_SAT_O2_ART_LEFT,150472,NOM_EVT_MSMT_RANGE_UNDER,366,INOP,HARD_INOP,SpO2 l ,Arterial Oxygen Saturation (left) 
** <SpO2 Label> High,MDC_PULS_OXIM_SAT_O2_ART_LEFT,150472,NOM_EVT_HI,40,Alarm,YELLOW_ALARM,SpO2 l ,Arterial Oxygen Saturation (left) 
** <SpO2 Label> Low,MDC_PULS_OXIM_SAT_O2_ART_LEFT,150472,NOM_EVT_LO,62,Alarm,YELLOW_ALARM,SpO2 l ,Arterial Oxygen Saturation (left) 
*** Desat,MDC_PULS_OXIM_SAT_O2_ART_LEFT,150472,NOM_EVT_DESAT,3246,Alarm,RED_ALARM,SpO2 l ,Arterial Oxygen Saturation (left) 
<SpO2 Label> Equip Malf,MDC_PULS_OXIM_SAT_O2_ART_LEFT,150472,NOM_EVT_EQUIP_MALF,242,INOP,HARD_INOP,SpO2 l ,Arterial Oxygen Saturation (left) 
<SpO2 Label> Erratic,MDC_PULS_OXIM_SAT_O2_ART_LEFT,150472,NOM_EVT_ERRATIC,32,INOP,HARD_INOP,SpO2 l ,Arterial Oxygen Saturation (left) 
<SpO2 Label> Extd.Update,MDC_PULS_OXIM_SAT_O2_ART_LEFT,150472,NOM_EVT_SUST,106,INOP,SOFT_INOP,SpO2 l ,Arterial Oxygen Saturation (left) 
<SpO2 Label> Interference,MDC_PULS_OXIM_SAT_O2_ART_LEFT,150472,NOM_EVT_MSMT_INTERF,436,INOP,HARD_INOP,SpO2 l ,Arterial Oxygen Saturation (left) 
<SpO2 Label> Low Perf,MDC_PULS_OXIM_SAT_O2_ART_LEFT,150472,NOM_EVT_SIG_LO,380,INOP,HARD_INOP,SpO2 l ,Arterial Oxygen Saturation (left) 
<SpO2 Label> No Sensor,MDC_PULS_OXIM_SAT_O2_ART_LEFT,150472,NOM_EVT_XDUCR_DISCONN,336,INOP,HARD_INOP,SpO2 l ,Arterial Oxygen Saturation (left) 
<SpO2 Label> NoisySignal,MDC_PULS_OXIM_SAT_O2_ART_LEFT,150472,NOM_EVT_SIG_NOISY,74,INOP,HARD_INOP,SpO2 l ,Arterial Oxygen Saturation (left) 
<SpO2 Label> Poor Signal,MDC_PULS_OXIM_SAT_O2_ART_LEFT,150472,NOM_EVT_SIG_QUALITY,434,INOP,SOFT_INOP,SpO2 l ,Arterial Oxygen Saturation (left) 
<SpO2 Label> Searching,MDC_PULS_OXIM_SAT_O2_ART_LEFT,150472,NOM_EVT_STAT_LEARN,6224,INOP,SOFT_INOP,SpO2 l ,Arterial Oxygen Saturation (left) 
<SpO2 Label> Sensor Malf,MDC_PULS_OXIM_SAT_O2_ART_LEFT,150472,NOM_EVT_SENSOR_MALF,310,INOP,HARD_INOP,SpO2 l ,Arterial Oxygen Saturation (left) 
<SpO2 Label> Sensor Off,MDC_PULS_OXIM_SAT_O2_ART_LEFT,150472,NOM_EVT_SENSOR_DISCONN,308,INOP,HARD_INOP,SpO2 l ,Arterial Oxygen Saturation (left) 
<SpO2 Label> Unkn.Sensor,MDC_PULS_OXIM_SAT_O2_ART_LEFT,150472,NOM_EVT_ADVIS_SENSOR_CHK,6696,INOP,HARD_INOP,SpO2 l ,Arterial Oxygen Saturation (left) 
<SpO2 Label> Unplugged,MDC_PULS_OXIM_SAT_O2_ART_LEFT,150472,NOM_EVT_UNPLUGGED,6256,INOP,HARD_INOP,SpO2 l ,Arterial Oxygen Saturation (left) 
<SpO2 Label> Upgrade,MDC_PULS_OXIM_SAT_O2_ART_LEFT,150472,NOM_EVT_STAT_FW_UPDATE_IN_PROGRESS,61688,INOP,HARD_INOP,SpO2 l ,Arterial Oxygen Saturation (left) 
<SpO2 Label> Chk Sensor,MDC_PULS_OXIM_SAT_O2_ART_LEFT,150472,NOM_EVT_ADVIS_CHK,6658,INOP,SOFT_INOP,SpO2 l ,Arterial Oxygen Saturation (left) 
** 3D Desat Index,MDC_PULS_OXIM_SAT_O2_ART_LEFT,150472,NOM_EVT_DESAT_INDEX,62134,Alarm,YELLOW_ALARM,SpO2 l ,Arterial Oxygen Saturation (left) 
<SpO2 Label>: Only SpO2,MDC_PULS_OXIM_SAT_O2_ART_LEFT,150472,NOM_EVT_ONLY_SPO2,62124,INOP,HARD_INOP,SpO2 l ,Arterial Oxygen Saturation (left) 
<SpO2 Label>ReplaceSensr,MDC_PULS_OXIM_SAT_O2_ART_LEFT,150472,NOM_EVT_SENSOR_REPLACE,61894,INOP,HARD_INOP,SpO2 l ,Arterial Oxygen Saturation (left) 
No 3D Desat Index,MDC_PULS_OXIM_SAT_O2_ART_LEFT,150472,NOM_EVT_NO_DESAT_INDEX_ALARM,62126,INOP,HARD_INOP,SpO2 l ,Arterial Oxygen Saturation (left) 
No 3D Perf Delta,MDC_PULS_OXIM_SAT_O2_ART_LEFT,150472,NOM_EVT_NO_PERF_INDEX_ALARM,62128,INOP,HARD_INOP,SpO2 l ,Arterial Oxygen Saturation (left) 
<SpO2 Label> NeoPatient?,MDC_PULS_OXIM_SAT_O2_ART_LEFT,150472,NOM_EVT_PAT_TYPE_UNSUPPORTED,62042,INOP,HARD_INOP,SpO2 l ,Arterial Oxygen Saturation (left) 
!!!<SpO2 Label> No Pulse,MDC_PULS_OXIM_SAT_O2_ART_RIGHT,150476,NOM_EVT_NON_PULSATILE,442,INOP,RED_ALARM,SpO2 r ,Arterial Oxygen Saturation (right) 
<SpO2 Label> Pulse? ,MDC_PULS_OXIM_SAT_O2_ART_RIGHT,150476,NOM_EVT_MSMT_RANGE_UNDER,366,INOP,HARD_INOP,SpO2 r ,Arterial Oxygen Saturation (right) 
** <SpO2 Label> High,MDC_PULS_OXIM_SAT_O2_ART_RIGHT,150476,NOM_EVT_HI,40,Alarm,YELLOW_ALARM,SpO2 r ,Arterial Oxygen Saturation (right) 
** <SpO2 Label> Low,MDC_PULS_OXIM_SAT_O2_ART_RIGHT,150476,NOM_EVT_LO,62,Alarm,YELLOW_ALARM,SpO2 r ,Arterial Oxygen Saturation (right) 
*** Desat,MDC_PULS_OXIM_SAT_O2_ART_RIGHT,150476,NOM_EVT_DESAT,3246,Alarm,RED_ALARM,SpO2 r ,Arterial Oxygen Saturation (right) 
<SpO2 Label> Equip Malf,MDC_PULS_OXIM_SAT_O2_ART_RIGHT,150476,NOM_EVT_EQUIP_MALF,242,INOP,HARD_INOP,SpO2 r ,Arterial Oxygen Saturation (right) 
<SpO2 Label> Erratic,MDC_PULS_OXIM_SAT_O2_ART_RIGHT,150476,NOM_EVT_ERRATIC,32,INOP,HARD_INOP,SpO2 r ,Arterial Oxygen Saturation (right) 
<SpO2 Label> Extd.Update,MDC_PULS_OXIM_SAT_O2_ART_RIGHT,150476,NOM_EVT_SUST,106,INOP,SOFT_INOP,SpO2 r ,Arterial Oxygen Saturation (right) 
<SpO2 Label> Interference,MDC_PULS_OXIM_SAT_O2_ART_RIGHT,150476,NOM_EVT_MSMT_INTERF,436,INOP,HARD_INOP,SpO2 r ,Arterial Oxygen Saturation (right) 
<SpO2 Label> Low Perf,MDC_PULS_OXIM_SAT_O2_ART_RIGHT,150476,NOM_EVT_SIG_LO,380,INOP,HARD_INOP,SpO2 r ,Arterial Oxygen Saturation (right) 
<SpO2 Label> No Sensor,MDC_PULS_OXIM_SAT_O2_ART_RIGHT,150476,NOM_EVT_XDUCR_DISCONN,336,INOP,HARD_INOP,SpO2 r ,Arterial Oxygen Saturation (right) 
<SpO2 Label> NoisySignal,MDC_PULS_OXIM_SAT_O2_ART_RIGHT,150476,NOM_EVT_SIG_NOISY,74,INOP,HARD_INOP,SpO2 r ,Arterial Oxygen Saturation (right) 
<SpO2 Label> Poor Signal,MDC_PULS_OXIM_SAT_O2_ART_RIGHT,150476,NOM_EVT_SIG_QUALITY,434,INOP,SOFT_INOP,SpO2 r ,Arterial Oxygen Saturation (right) 
<SpO2 Label> Searching,MDC_PULS_OXIM_SAT_O2_ART_RIGHT,150476,NOM_EVT_STAT_LEARN,6224,INOP,SOFT_INOP,SpO2 r ,Arterial Oxygen Saturation (right) 
<SpO2 Label> Sensor Malf,MDC_PULS_OXIM_SAT_O2_ART_RIGHT,150476,NOM_EVT_SENSOR_MALF,310,INOP,HARD_INOP,SpO2 r ,Arterial Oxygen Saturation (right) 
<SpO2 Label> Sensor Off,MDC_PULS_OXIM_SAT_O2_ART_RIGHT,150476,NOM_EVT_SENSOR_DISCONN,308,INOP,HARD_INOP,SpO2 r ,Arterial Oxygen Saturation (right) 
<SpO2 Label> Unkn.Sensor,MDC_PULS_OXIM_SAT_O2_ART_RIGHT,150476,NOM_EVT_ADVIS_SENSOR_CHK,6696,INOP,HARD_INOP,SpO2 r ,Arterial Oxygen Saturation (right) 
<SpO2 Label> Unplugged,MDC_PULS_OXIM_SAT_O2_ART_RIGHT,150476,NOM_EVT_UNPLUGGED,6256,INOP,HARD_INOP,SpO2 r ,Arterial Oxygen Saturation (right) 
<SpO2 Label> Upgrade,MDC_PULS_OXIM_SAT_O2_ART_RIGHT,150476,NOM_EVT_STAT_FW_UPDATE_IN_PROGRESS,61688,INOP,HARD_INOP,SpO2 r ,Arterial Oxygen Saturation (right) 
<SpO2 Label> Chk Sensor,MDC_PULS_OXIM_SAT_O2_ART_RIGHT,150476,NOM_EVT_ADVIS_CHK,6658,INOP,SOFT_INOP,SpO2 r ,Arterial Oxygen Saturation (right) 
** 3D Desat Index,MDC_PULS_OXIM_SAT_O2_ART_RIGHT,150476,NOM_EVT_DESAT_INDEX,62134,Alarm,YELLOW_ALARM,SpO2 r ,Arterial Oxygen Saturation (right) 
<SpO2 Label>: Only SpO2,MDC_PULS_OXIM_SAT_O2_ART_RIGHT,150476,NOM_EVT_ONLY_SPO2,62124,INOP,HARD_INOP,SpO2 r ,Arterial Oxygen Saturation (right) 
<SpO2 Label>ReplaceSensr,MDC_PULS_OXIM_SAT_O2_ART_RIGHT,150476,NOM_EVT_SENSOR_REPLACE,61894,INOP,HARD_INOP,SpO2 r ,Arterial Oxygen Saturation (right) 
No 3D Desat Index,MDC_PULS_OXIM_SAT_O2_ART_RIGHT,150476,NOM_EVT_NO_DESAT_INDEX_ALARM,62126,INOP,HARD_INOP,SpO2 r ,Arterial Oxygen Saturation (right) 
No 3D Perf Delta,MDC_PULS_OXIM_SAT_O2_ART_RIGHT,150476,NOM_EVT_NO_PERF_INDEX_ALARM,62128,INOP,HARD_INOP,SpO2 r ,Arterial Oxygen Saturation (right) 
<SpO2 Label> NeoPatient?,MDC_PULS_OXIM_SAT_O2_ART_RIGHT,150476,NOM_EVT_PAT_TYPE_UNSUPPORTED,62042,INOP,HARD_INOP,SpO2 r ,Arterial Oxygen Saturation (right) 
!!!<SpO2 Label> No Pulse,NOM_PULS_OXIM_SAT_O2_POST_DUCTAL,192980,NOM_EVT_NON_PULSATILE,442,INOP,RED_ALARM,SpO2po ,SpO2 Post Ductal Label 
<SpO2 Label> Pulse? ,NOM_PULS_OXIM_SAT_O2_POST_DUCTAL,192980,NOM_EVT_MSMT_RANGE_UNDER,366,INOP,HARD_INOP,SpO2po ,SpO2 Post Ductal Label 
** <SpO2 Label> High,NOM_PULS_OXIM_SAT_O2_POST_DUCTAL,192980,NOM_EVT_HI,40,Alarm,YELLOW_ALARM,SpO2po ,SpO2 Post Ductal Label 
** <SpO2 Label> Low,NOM_PULS_OXIM_SAT_O2_POST_DUCTAL,192980,NOM_EVT_LO,62,Alarm,YELLOW_ALARM,SpO2po ,SpO2 Post Ductal Label 
*** Desat,NOM_PULS_OXIM_SAT_O2_POST_DUCTAL,192980,NOM_EVT_DESAT,3246,Alarm,RED_ALARM,SpO2po ,SpO2 Post Ductal Label 
<SpO2 Label> Equip Malf,NOM_PULS_OXIM_SAT_O2_POST_DUCTAL,192980,NOM_EVT_EQUIP_MALF,242,INOP,HARD_INOP,SpO2po ,SpO2 Post Ductal Label 
<SpO2 Label> Erratic,NOM_PULS_OXIM_SAT_O2_POST_DUCTAL,192980,NOM_EVT_ERRATIC,32,INOP,HARD_INOP,SpO2po ,SpO2 Post Ductal Label 
<SpO2 Label> Extd.Update,NOM_PULS_OXIM_SAT_O2_POST_DUCTAL,192980,NOM_EVT_SUST,106,INOP,SOFT_INOP,SpO2po ,SpO2 Post Ductal Label 
<SpO2 Label> Interference,NOM_PULS_OXIM_SAT_O2_POST_DUCTAL,192980,NOM_EVT_MSMT_INTERF,436,INOP,HARD_INOP,SpO2po ,SpO2 Post Ductal Label 
<SpO2 Label> Low Perf,NOM_PULS_OXIM_SAT_O2_POST_DUCTAL,192980,NOM_EVT_SIG_LO,380,INOP,HARD_INOP,SpO2po ,SpO2 Post Ductal Label 
<SpO2 Label> No Sensor,NOM_PULS_OXIM_SAT_O2_POST_DUCTAL,192980,NOM_EVT_XDUCR_DISCONN,336,INOP,HARD_INOP,SpO2po ,SpO2 Post Ductal Label 
<SpO2 Label> NoisySignal,NOM_PULS_OXIM_SAT_O2_POST_DUCTAL,192980,NOM_EVT_SIG_NOISY,74,INOP,HARD_INOP,SpO2po ,SpO2 Post Ductal Label 
<SpO2 Label> Poor Signal,NOM_PULS_OXIM_SAT_O2_POST_DUCTAL,192980,NOM_EVT_SIG_QUALITY,434,INOP,SOFT_INOP,SpO2po ,SpO2 Post Ductal Label 
<SpO2 Label> Searching,NOM_PULS_OXIM_SAT_O2_POST_DUCTAL,192980,NOM_EVT_STAT_LEARN,6224,INOP,SOFT_INOP,SpO2po ,SpO2 Post Ductal Label 
<SpO2 Label> Sensor Malf,NOM_PULS_OXIM_SAT_O2_POST_DUCTAL,192980,NOM_EVT_SENSOR_MALF,310,INOP,HARD_INOP,SpO2po ,SpO2 Post Ductal Label 
<SpO2 Label> Sensor Off,NOM_PULS_OXIM_SAT_O2_POST_DUCTAL,192980,NOM_EVT_SENSOR_DISCONN,308,INOP,HARD_INOP,SpO2po ,SpO2 Post Ductal Label 
<SpO2 Label> Unkn.Sensor,NOM_PULS_OXIM_SAT_O2_POST_DUCTAL,192980,NOM_EVT_ADVIS_SENSOR_CHK,6696,INOP,HARD_INOP,SpO2po ,SpO2 Post Ductal Label 
<SpO2 Label> Unplugged,NOM_PULS_OXIM_SAT_O2_POST_DUCTAL,192980,NOM_EVT_UNPLUGGED,6256,INOP,HARD_INOP,SpO2po ,SpO2 Post Ductal Label 
<SpO2 Label> Upgrade,NOM_PULS_OXIM_SAT_O2_POST_DUCTAL,192980,NOM_EVT_STAT_FW_UPDATE_IN_PROGRESS,61688,INOP,HARD_INOP,SpO2po ,SpO2 Post Ductal Label 
<SpO2 Label> Chk Sensor,NOM_PULS_OXIM_SAT_O2_POST_DUCTAL,192980,NOM_EVT_ADVIS_CHK,6658,INOP,SOFT_INOP,SpO2po ,SpO2 Post Ductal Label 
** 3D Desat Index,NOM_PULS_OXIM_SAT_O2_POST_DUCTAL,192980,NOM_EVT_DESAT_INDEX,62134,Alarm,YELLOW_ALARM,SpO2po ,SpO2 Post Ductal Label 
<SpO2 Label>: Only SpO2,NOM_PULS_OXIM_SAT_O2_POST_DUCTAL,192980,NOM_EVT_ONLY_SPO2,62124,INOP,HARD_INOP,SpO2po ,SpO2 Post Ductal Label 
<SpO2 Label>ReplaceSensr,NOM_PULS_OXIM_SAT_O2_POST_DUCTAL,192980,NOM_EVT_SENSOR_REPLACE,61894,INOP,HARD_INOP,SpO2po ,SpO2 Post Ductal Label 
No 3D Desat Index,NOM_PULS_OXIM_SAT_O2_POST_DUCTAL,192980,NOM_EVT_NO_DESAT_INDEX_ALARM,62126,INOP,HARD_INOP,SpO2po ,SpO2 Post Ductal Label 
No 3D Perf Delta,NOM_PULS_OXIM_SAT_O2_POST_DUCTAL,192980,NOM_EVT_NO_PERF_INDEX_ALARM,62128,INOP,HARD_INOP,SpO2po ,SpO2 Post Ductal Label 
<SpO2 Label> NeoPatient?,NOM_PULS_OXIM_SAT_O2_POST_DUCTAL,192980,NOM_EVT_PAT_TYPE_UNSUPPORTED,62042,INOP,HARD_INOP,SpO2po ,SpO2 Post Ductal Label 
!!!<SpO2 Label> No Pulse,NOM_PULS_OXIM_SAT_O2_PRE_DUCTAL,192960,NOM_EVT_NON_PULSATILE,442,INOP,RED_ALARM,SpO2pr ,SpO2 Pre Ductal Label 
<SpO2 Label> Pulse? ,NOM_PULS_OXIM_SAT_O2_PRE_DUCTAL,192960,NOM_EVT_MSMT_RANGE_UNDER,366,INOP,HARD_INOP,SpO2pr ,SpO2 Pre Ductal Label 
** <SpO2 Label> High,NOM_PULS_OXIM_SAT_O2_PRE_DUCTAL,192960,NOM_EVT_HI,40,Alarm,YELLOW_ALARM,SpO2pr ,SpO2 Pre Ductal Label 
** <SpO2 Label> Low,NOM_PULS_OXIM_SAT_O2_PRE_DUCTAL,192960,NOM_EVT_LO,62,Alarm,YELLOW_ALARM,SpO2pr ,SpO2 Pre Ductal Label 
*** Desat,NOM_PULS_OXIM_SAT_O2_PRE_DUCTAL,192960,NOM_EVT_DESAT,3246,Alarm,RED_ALARM,SpO2pr ,SpO2 Pre Ductal Label 
<SpO2 Label> Equip Malf,NOM_PULS_OXIM_SAT_O2_PRE_DUCTAL,192960,NOM_EVT_EQUIP_MALF,242,INOP,HARD_INOP,SpO2pr ,SpO2 Pre Ductal Label 
<SpO2 Label> Erratic,NOM_PULS_OXIM_SAT_O2_PRE_DUCTAL,192960,NOM_EVT_ERRATIC,32,INOP,HARD_INOP,SpO2pr ,SpO2 Pre Ductal Label 
<SpO2 Label> Extd.Update,NOM_PULS_OXIM_SAT_O2_PRE_DUCTAL,192960,NOM_EVT_SUST,106,INOP,SOFT_INOP,SpO2pr ,SpO2 Pre Ductal Label 
<SpO2 Label> Interference,NOM_PULS_OXIM_SAT_O2_PRE_DUCTAL,192960,NOM_EVT_MSMT_INTERF,436,INOP,HARD_INOP,SpO2pr ,SpO2 Pre Ductal Label 
<SpO2 Label> Low Perf,NOM_PULS_OXIM_SAT_O2_PRE_DUCTAL,192960,NOM_EVT_SIG_LO,380,INOP,HARD_INOP,SpO2pr ,SpO2 Pre Ductal Label 
